,precision,recall,f1-score,support
妮,1.0,1.0,1.0,10.0
妹,1.0,0.9,0.9473684210526316,10.0
妻,1.0,1.0,1.0,17.0
姆,1.0,1.0,1.0,6.0
始,1.0,1.0,1.0,7.0
姐,1.0,1.0,1.0,17.0
姑,1.0,1.0,1.0,17.0
姓,1.0,1.0,1.0,7.0
委,1.0,0.9,0.9473684210526316,10.0
姚,1.0,1.0,1.0,10.0
姜,1.0,1.0,1.0,10.0
姦,1.0,1.0,1.0,7.0
姨,1.0,1.0,1.0,6.0
姪,1.0,1.0,1.0,7.0
姬,1.0,1.0,1.0,7.0
姻,1.0,1.0,1.0,7.0
姿,0.9090909090909091,1.0,0.9523809523809523,10.0
威,1.0,1.0,1.0,10.0
娃,1.0,1.0,1.0,7.0
娓,1.0,1.0,1.0,6.0
娘,1.0,1.0,1.0,7.0
娟,1.0,1.0,1.0,10.0
娥,1.0,1.0,1.0,10.0
娶,1.0,1.0,1.0,16.0
婆,1.0,1.0,1.0,7.0
婉,1.0,1.0,1.0,10.0
婕,1.0,1.0,1.0,10.0
婚,1.0,1.0,1.0,7.0
婦,1.0,1.0,1.0,7.0
婷,1.0,1.0,1.0,10.0
媒,1.0,1.0,1.0,10.0
媛,1.0,0.9,0.9473684210526316,10.0
媳,1.0,1.0,1.0,16.0
媽,1.0,1.0,1.0,16.0
嫁,1.0,1.0,1.0,7.0
嫂,1.0,1.0,1.0,6.0
嫌,1.0,1.0,1.0,7.0
嫩,1.0,1.0,1.0,6.0
嬌,1.0,1.0,1.0,10.0
嬰,1.0,1.0,1.0,7.0
嬸,1.0,1.0,1.0,6.0
子,1.0,1.0,1.0,10.0
孔,1.0,1.0,1.0,7.0
孕,1.0,1.0,1.0,16.0
字,1.0,1.0,1.0,7.0
存,1.0,0.8571428571428571,0.923076923076923,7.0
孝,1.0,1.0,1.0,7.0
孟,1.0,0.9,0.9473684210526316,10.0
孢,1.0,1.0,1.0,7.0
季,1.0,1.0,1.0,7.0
孤,1.0,1.0,1.0,7.0
孩,1.0,1.0,1.0,6.0
孫,1.0,1.0,1.0,10.0
孵,1.0,0.9375,0.967741935483871,16.0
學,1.0,1.0,1.0,10.0
它,0.8888888888888888,1.0,0.9411764705882353,16.0
宅,1.0,1.0,1.0,7.0
宇,1.0,1.0,1.0,10.0
守,1.0,1.0,1.0,10.0
安,1.0,1.0,1.0,10.0
宋,1.0,0.9,0.9473684210526316,10.0
完,1.0,1.0,1.0,7.0
宏,1.0,1.0,1.0,10.0
宗,1.0,1.0,1.0,10.0
官,1.0,0.7142857142857143,0.8333333333333333,7.0
宙,1.0,1.0,1.0,17.0
定,1.0,1.0,1.0,10.0
宜,0.9090909090909091,1.0,0.9523809523809523,10.0
客,1.0,1.0,1.0,10.0
宣,1.0,1.0,1.0,10.0
室,1.0,1.0,1.0,10.0
宥,1.0,1.0,1.0,10.0
宦,0.75,1.0,0.8571428571428571,6.0
宮,1.0,1.0,1.0,7.0
宰,1.0,1.0,1.0,7.0
害,1.0,1.0,1.0,7.0
宴,1.0,1.0,1.0,7.0
家,1.0,1.0,1.0,10.0
宸,1.0,1.0,1.0,10.0
容,1.0,0.9,0.9473684210526316,10.0
宿,1.0,1.0,1.0,17.0
寂,1.0,1.0,1.0,7.0
寄,1.0,1.0,1.0,17.0
寅,1.0,1.0,1.0,7.0
密,0.9090909090909091,1.0,0.9523809523809523,10.0
寇,1.0,1.0,1.0,16.0
富,1.0,1.0,1.0,10.0
寒,1.0,1.0,1.0,7.0
寓,1.0,0.9,0.9473684210526316,10.0
察,1.0,0.9411764705882353,0.9696969696969697,17.0
寡,1.0,1.0,1.0,7.0
寥,1.0,1.0,1.0,16.0
實,0.8333333333333334,1.0,0.9090909090909091,10.0
寧,0.9090909090909091,1.0,0.9523809523809523,10.0
寨,1.0,1.0,1.0,6.0
審,1.0,1.0,1.0,7.0
寫,1.0,1.0,1.0,6.0
寬,0.9090909090909091,1.0,0.9523809523809523,10.0
寵,0.875,1.0,0.9333333333333333,7.0
寶,1.0,1.0,1.0,10.0
寸,1.0,0.8571428571428571,0.923076923076923,7.0
寺,1.0,0.8571428571428571,0.923076923076923,7.0
封,1.0,1.0,1.0,17.0
射,1.0,1.0,1.0,7.0
將,1.0,1.0,1.0,6.0
專,1.0,1.0,1.0,10.0
尉,1.0,1.0,1.0,7.0
尊,0.875,1.0,0.9333333333333333,7.0
尋,1.0,1.0,1.0,7.0
對,1.0,1.0,1.0,6.0
導,1.0,1.0,1.0,7.0
小,1.0,1.0,1.0,10.0
少,1.0,1.0,1.0,7.0
尖,1.0,1.0,1.0,7.0
尚,1.0,1.0,1.0,10.0
尤,1.0,1.0,1.0,7.0
就,1.0,1.0,1.0,7.0
尺,1.0,1.0,1.0,7.0
尼,0.9444444444444444,1.0,0.9714285714285714,17.0
尾,1.0,0.9411764705882353,0.9696969696969697,17.0
尿,1.0,1.0,1.0,7.0
局,1.0,1.0,1.0,10.0
屁,1.0,1.0,1.0,6.0
居,1.0,1.0,1.0,10.0
屆,1.0,1.0,1.0,6.0
屈,1.0,1.0,1.0,7.0
屋,1.0,1.0,1.0,10.0
屍,1.0,1.0,1.0,7.0
屏,1.0,1.0,1.0,16.0
屑,1.0,1.0,1.0,7.0
展,1.0,1.0,1.0,10.0
屠,1.0,1.0,1.0,17.0
層,1.0,1.0,1.0,17.0
履,1.0,1.0,1.0,7.0
屬,1.0,1.0,1.0,10.0
屯,1.0,1.0,1.0,7.0
山,1.0,1.0,1.0,10.0
岌,1.0,1.0,1.0,6.0
岐,1.0,0.7142857142857143,0.8333333333333333,7.0
岔,1.0,1.0,1.0,6.0
岡,1.0,1.0,1.0,7.0
岩,1.0,1.0,1.0,17.0
岳,1.0,1.0,1.0,10.0
岸,1.0,1.0,1.0,7.0
峰,1.0,1.0,1.0,10.0
島,1.0,1.0,1.0,7.0
峻,1.0,1.0,1.0,10.0
峽,1.0,1.0,1.0,6.0
崇,1.0,1.0,1.0,10.0
崔,1.0,1.0,1.0,6.0
崖,1.0,1.0,1.0,17.0
崗,1.0,1.0,1.0,6.0
崙,1.0,1.0,1.0,16.0
崩,1.0,1.0,1.0,7.0
嵌,1.0,1.0,1.0,6.0
嶄,1.0,1.0,1.0,16.0
嶺,1.0,1.0,1.0,7.0
嶼,1.0,1.0,1.0,16.0
川,1.0,1.0,1.0,10.0
州,1.0,1.0,1.0,7.0
巡,1.0,0.8571428571428571,0.923076923076923,7.0
巢,1.0,1.0,1.0,17.0
工,1.0,1.0,1.0,10.0
左,0.9444444444444444,1.0,0.9714285714285714,17.0
巧,1.0,1.0,1.0,10.0
巨,1.0,1.0,1.0,10.0
巫,1.0,1.0,1.0,10.0
差,1.0,1.0,1.0,7.0
已,1.0,1.0,1.0,6.0
巴,1.0,1.0,1.0,7.0
巷,0.875,1.0,0.9333333333333333,7.0
巾,1.0,1.0,1.0,17.0
市,1.0,1.0,1.0,10.0
布,1.0,1.0,1.0,7.0
帆,1.0,1.0,1.0,7.0
希,1.0,0.9,0.9473684210526316,10.0
帕,1.0,1.0,1.0,6.0
帝,1.0,1.0,1.0,10.0
帥,1.0,1.0,1.0,7.0
師,1.0,1.0,1.0,10.0
席,1.0,1.0,1.0,17.0
帳,1.0,1.0,1.0,17.0
帶,1.0,1.0,1.0,6.0
常,1.0,1.0,1.0,10.0
帽,1.0,1.0,1.0,7.0
幅,1.0,1.0,1.0,7.0
幕,1.0,1.0,1.0,7.0
幟,1.0,1.0,1.0,6.0
幣,1.0,1.0,1.0,7.0
幫,1.0,1.0,1.0,6.0
平,1.0,1.0,1.0,10.0
年,1.0,1.0,1.0,10.0
幸,1.0,1.0,1.0,10.0
幹,1.0,1.0,1.0,7.0
幻,1.0,1.0,1.0,17.0
幼,1.0,1.0,1.0,10.0
幽,1.0,1.0,1.0,7.0
幾,1.0,1.0,1.0,7.0
床,1.0,1.0,1.0,7.0
序,1.0,1.0,1.0,7.0
底,1.0,1.0,1.0,7.0
店,1.0,1.0,1.0,10.0
庚,1.0,1.0,1.0,7.0
府,1.0,1.0,1.0,7.0
度,1.0,1.0,1.0,7.0
座,1.0,1.0,1.0,17.0
庫,1.0,1.0,1.0,7.0
庭,1.0,1.0,1.0,10.0
庵,1.0,1.0,1.0,7.0
庶,1.0,1.0,1.0,7.0
康,1.0,1.0,1.0,10.0
庸,1.0,1.0,1.0,7.0
廂,1.0,1.0,1.0,6.0
廈,1.0,1.0,1.0,10.0
廉,1.0,1.0,1.0,7.0
廊,1.0,1.0,1.0,7.0
廓,1.0,1.0,1.0,7.0
廖,1.0,1.0,1.0,10.0
廚,1.0,1.0,1.0,16.0
廟,1.0,1.0,1.0,7.0
廠,1.0,1.0,1.0,10.0
廢,1.0,0.875,0.9333333333333333,16.0
廣,1.0,1.0,1.0,10.0
廬,1.0,0.8333333333333334,0.9090909090909091,6.0
廳,1.0,1.0,1.0,6.0
延,1.0,1.0,1.0,7.0
廷,1.0,0.9,0.9473684210526316,10.0
建,1.0,0.9,0.9473684210526316,10.0
弄,1.0,1.0,1.0,17.0
弊,1.0,1.0,1.0,7.0
式,1.0,1.0,1.0,7.0
弓,1.0,1.0,1.0,7.0
引,1.0,1.0,1.0,7.0
弗,1.0,1.0,1.0,17.0
弘,1.0,1.0,1.0,10.0
弟,1.0,1.0,1.0,7.0
弦,1.0,1.0,1.0,17.0
弧,1.0,1.0,1.0,7.0
弱,1.0,0.9411764705882353,0.9696969696969697,17.0
張,1.0,1.0,1.0,10.0
強,1.0,1.0,1.0,10.0
彈,1.0,1.0,1.0,16.0
彌,1.0,1.0,1.0,6.0
彎,1.0,1.0,1.0,6.0
形,1.0,0.9411764705882353,0.9696969696969697,17.0
彥,1.0,1.0,1.0,10.0
彩,1.0,1.0,1.0,10.0
彪,1.0,1.0,1.0,7.0
彬,1.0,0.9,0.9473684210526316,10.0
彭,1.0,1.0,1.0,10.0
彰,1.0,1.0,1.0,10.0
影,1.0,1.0,1.0,10.0
役,0.875,1.0,0.9333333333333333,7.0
彼,1.0,0.8571428571428571,0.923076923076923,7.0
往,1.0,1.0,1.0,7.0
待,0.875,1.0,0.9333333333333333,7.0
很,1.0,1.0,1.0,6.0
律,1.0,1.0,1.0,10.0
後,1.0,0.8571428571428571,0.923076923076923,7.0
徐,1.0,1.0,1.0,10.0
徑,1.0,1.0,1.0,6.0
徒,1.0,0.8571428571428571,0.923076923076923,7.0
得,1.0,1.0,1.0,10.0
徙,1.0,1.0,1.0,6.0
從,1.0,1.0,1.0,6.0
御,1.0,1.0,1.0,10.0
復,1.0,1.0,1.0,10.0
循,1.0,1.0,1.0,7.0
微,1.0,1.0,1.0,7.0
徵,1.0,1.0,1.0,7.0
德,1.0,1.0,1.0,10.0
徹,1.0,1.0,1.0,17.0
徽,1.0,1.0,1.0,17.0
心,1.0,1.0,1.0,10.0
必,1.0,0.9411764705882353,0.9696969696969697,17.0
忉,1.0,1.0,1.0,6.0
忌,0.9444444444444444,1.0,0.9714285714285714,17.0
忍,1.0,1.0,1.0,7.0
志,1.0,1.0,1.0,10.0
忘,1.0,0.9411764705882353,0.9696969696969697,17.0
忙,1.0,1.0,1.0,17.0
忠,1.0,1.0,1.0,10.0
快,1.0,1.0,1.0,7.0
念,0.9090909090909091,1.0,0.9523809523809523,10.0
忽,1.0,1.0,1.0,7.0
忿,1.0,0.8333333333333334,0.9090909090909091,6.0
怎,1.0,1.0,1.0,6.0
怒,1.0,0.8571428571428571,0.923076923076923,7.0
怕,1.0,1.0,1.0,16.0
怖,1.0,1.0,1.0,17.0
思,0.75,0.9,0.8181818181818182,10.0
怡,1.0,1.0,1.0,10.0
急,1.0,1.0,1.0,7.0
性,1.0,1.0,1.0,7.0
怨,0.7777777777777778,1.0,0.8750000000000001,7.0
怪,1.0,1.0,1.0,17.0
恆,1.0,0.9,0.9473684210526316,10.0
恐,1.0,0.8571428571428571,0.923076923076923,7.0
恢,1.0,1.0,1.0,17.0
恥,1.0,1.0,1.0,7.0
恨,1.0,1.0,1.0,7.0
恩,0.875,0.7,0.7777777777777777,10.0
恭,1.0,1.0,1.0,7.0
息,1.0,1.0,1.0,7.0
恰,1.0,1.0,1.0,7.0
悄,1.0,0.8333333333333334,0.9090909090909091,6.0
悅,1.0,1.0,1.0,10.0
悉,1.0,0.8571428571428571,0.923076923076923,7.0
悔,1.0,1.0,1.0,7.0
悟,1.0,1.0,1.0,7.0
悠,1.0,1.0,1.0,17.0
患,1.0,1.0,1.0,17.0
您,1.0,1.0,1.0,6.0
悲,1.0,1.0,1.0,17.0
悶,1.0,1.0,1.0,7.0
悼,1.0,1.0,1.0,7.0
情,1.0,1.0,1.0,7.0
惑,1.0,1.0,1.0,7.0
惕,1.0,1.0,1.0,16.0
惜,1.0,1.0,1.0,17.0
惟,1.0,1.0,1.0,7.0
惠,1.0,1.0,1.0,10.0
惡,0.8888888888888888,1.0,0.9411764705882353,16.0
惱,1.0,1.0,1.0,6.0
想,1.0,1.0,1.0,7.0
惶,1.0,1.0,1.0,6.0
惹,1.0,1.0,1.0,17.0
愁,1.0,1.0,1.0,17.0
愈,1.0,1.0,1.0,7.0
愉,1.0,1.0,1.0,7.0
意,1.0,1.0,1.0,10.0
愚,1.0,1.0,1.0,17.0
愛,1.0,1.0,1.0,10.0
感,1.0,1.0,1.0,17.0
愧,1.0,1.0,1.0,16.0
愷,1.0,1.0,1.0,10.0
慈,1.0,1.0,1.0,10.0
態,1.0,1.0,1.0,7.0
慌,1.0,1.0,1.0,17.0
慎,1.0,1.0,1.0,17.0
慕,1.0,1.0,1.0,17.0
慘,1.0,1.0,1.0,16.0
慢,1.0,1.0,1.0,7.0
慣,1.0,1.0,1.0,7.0
慧,1.0,1.0,1.0,10.0
慨,1.0,1.0,1.0,7.0
慮,1.0,1.0,1.0,7.0
慰,0.875,1.0,0.9333333333333333,7.0
慶,1.0,1.0,1.0,10.0
慷,1.0,1.0,1.0,6.0
憂,1.0,1.0,1.0,17.0
憐,1.0,1.0,1.0,7.0
憑,1.0,1.0,1.0,6.0
憤,1.0,1.0,1.0,7.0
憲,1.0,1.0,1.0,10.0
憶,1.0,1.0,1.0,10.0
憾,1.0,1.0,1.0,7.0
懂,1.0,1.0,1.0,6.0
懇,1.0,1.0,1.0,7.0
應,1.0,1.0,1.0,10.0
懲,1.0,1.0,1.0,7.0
懶,1.0,1.0,1.0,6.0
懷,1.0,1.0,1.0,6.0
懸,1.0,1.0,1.0,7.0
懼,1.0,1.0,1.0,6.0
戀,1.0,0.8333333333333334,0.9090909090909091,6.0
戈,1.0,1.0,1.0,6.0
戊,1.0,1.0,1.0,17.0
成,1.0,1.0,1.0,10.0
我,1.0,1.0,1.0,7.0
戒,1.0,1.0,1.0,7.0
或,1.0,1.0,1.0,7.0
戚,0.9444444444444444,1.0,0.9714285714285714,17.0
戥,1.0,1.0,1.0,7.0
截,1.0,1.0,1.0,6.0
戰,1.0,1.0,1.0,6.0
戲,1.0,1.0,1.0,6.0
戴,1.0,1.0,1.0,10.0
戶,1.0,1.0,1.0,10.0
房,1.0,1.0,1.0,10.0
所,1.0,1.0,1.0,10.0
扁,1.0,1.0,1.0,6.0
扇,1.0,1.0,1.0,7.0
手,1.0,1.0,1.0,17.0
才,0.875,1.0,0.9333333333333333,7.0
扎,1.0,1.0,1.0,16.0
打,1.0,1.0,1.0,7.0
扔,1.0,1.0,1.0,6.0
托,1.0,1.0,1.0,7.0
扣,1.0,1.0,1.0,6.0
扭,1.0,1.0,1.0,6.0
扮,1.0,1.0,1.0,7.0
扯,1.0,1.0,1.0,6.0
扳,1.0,1.0,1.0,6.0
扶,1.0,1.0,1.0,10.0
批,1.0,1.0,1.0,7.0
扼,1.0,1.0,1.0,6.0
找,1.0,1.0,1.0,16.0
承,1.0,1.0,1.0,10.0
技,1.0,1.0,1.0,10.0
抄,1.0,1.0,1.0,7.0
把,1.0,1.0,1.0,17.0
抑,1.0,1.0,1.0,7.0
抒,1.0,1.0,1.0,6.0
抓,1.0,1.0,1.0,6.0
投,1.0,0.9,0.9473684210526316,10.0
抖,1.0,1.0,1.0,16.0
抗,1.0,1.0,1.0,7.0
折,1.0,1.0,1.0,17.0
披,1.0,0.8571428571428571,0.923076923076923,7.0
抬,0.9375,0.9375,0.9375,16.0
抱,1.0,0.9411764705882353,0.9696969696969697,17.0
抵,1.0,1.0,1.0,7.0
抹,1.0,1.0,1.0,7.0
押,1.0,1.0,1.0,17.0
抽,1.0,1.0,1.0,7.0
拂,1.0,1.0,1.0,16.0
拄,0.9411764705882353,1.0,0.9696969696969697,16.0
拆,1.0,1.0,1.0,6.0
拇,1.0,0.8333333333333334,0.9090909090909091,6.0
拉,1.0,1.0,1.0,10.0
拋,1.0,1.0,1.0,17.0
拌,1.0,1.0,1.0,6.0
拍,1.0,1.0,1.0,17.0
拐,1.0,1.0,1.0,7.0
拒,1.0,1.0,1.0,17.0
拓,1.0,1.0,1.0,10.0
拔,1.0,1.0,1.0,6.0
拖,1.0,1.0,1.0,6.0
拘,1.0,1.0,1.0,7.0
拚,1.0,1.0,1.0,6.0
招,1.0,1.0,1.0,7.0
拜,1.0,1.0,1.0,6.0
括,1.0,1.0,1.0,7.0
拱,0.8571428571428571,1.0,0.923076923076923,6.0
拳,1.0,1.0,1.0,7.0
拴,1.0,1.0,1.0,6.0
拼,1.0,1.0,1.0,16.0
拾,0.9411764705882353,0.9411764705882353,0.9411764705882353,17.0
拿,1.0,1.0,1.0,6.0
持,1.0,1.0,1.0,7.0
指,1.0,0.8571428571428571,0.923076923076923,7.0
按,1.0,0.8571428571428571,0.923076923076923,7.0
挑,1.0,1.0,1.0,7.0
挖,1.0,1.0,1.0,16.0
挨,1.0,1.0,1.0,7.0
挪,1.0,1.0,1.0,16.0
挫,1.0,1.0,1.0,7.0
振,1.0,1.0,1.0,10.0
挺,1.0,1.0,1.0,7.0
挽,1.0,1.0,1.0,7.0
捅,1.0,1.0,1.0,7.0
捆,1.0,1.0,1.0,6.0
捉,1.0,1.0,1.0,7.0
捍,1.0,1.0,1.0,6.0
捏,1.0,1.0,1.0,6.0
捐,0.8571428571428571,1.0,0.923076923076923,6.0
捕,1.0,1.0,1.0,7.0
捧,0.875,1.0,0.9333333333333333,7.0
捷,1.0,1.0,1.0,10.0
捻,1.0,1.0,1.0,7.0
掀,1.0,1.0,1.0,6.0
掃,1.0,1.0,1.0,7.0
授,0.875,1.0,0.9333333333333333,7.0
掉,1.0,1.0,1.0,16.0
掌,1.0,1.0,1.0,17.0
掏,1.0,1.0,1.0,6.0
排,1.0,1.0,1.0,7.0
掘,1.0,1.0,1.0,7.0
掙,1.0,1.0,1.0,6.0
掛,1.0,1.0,1.0,17.0
掠,0.875,1.0,0.9333333333333333,7.0
採,0.6666666666666666,0.8571428571428571,0.75,7.0
探,0.875,1.0,0.9333333333333333,7.0
接,0.875,1.0,0.9333333333333333,7.0
控,1.0,1.0,1.0,7.0
推,1.0,1.0,1.0,7.0
掩,1.0,1.0,1.0,7.0
措,1.0,0.8571428571428571,0.923076923076923,7.0
揀,0.9375,0.9375,0.9375,16.0
揉,1.0,0.6666666666666666,0.8,6.0
描,1.0,1.0,1.0,7.0
提,0.875,1.0,0.9333333333333333,7.0
插,1.0,1.0,1.0,6.0
揚,1.0,1.0,1.0,10.0
換,1.0,1.0,1.0,7.0
握,1.0,1.0,1.0,7.0
揭,1.0,0.8571428571428571,0.923076923076923,7.0
揮,1.0,1.0,1.0,7.0
援,1.0,0.8823529411764706,0.9375,17.0
損,1.0,1.0,1.0,17.0
搏,1.0,0.9375,0.967741935483871,16.0
搓,1.0,1.0,1.0,6.0
搖,1.0,1.0,1.0,16.0
搗,1.0,1.0,1.0,6.0
搜,1.0,1.0,1.0,16.0
搞,1.0,0.6666666666666666,0.8,6.0
搪,1.0,0.8333333333333334,0.9090909090909091,6.0
搬,0.875,1.0,0.9333333333333333,7.0
搭,0.9444444444444444,1.0,0.9714285714285714,17.0
搶,0.9411764705882353,1.0,0.9696969696969697,16.0
摃,0.6666666666666666,0.5,0.5714285714285715,4.0
摔,1.0,1.0,1.0,16.0
摘,0.7777777777777778,1.0,0.8750000000000001,7.0
摧,1.0,1.0,1.0,6.0
摩,1.0,1.0,1.0,7.0
摸,1.0,1.0,1.0,17.0
撇,1.0,1.0,1.0,6.0
撈,1.0,1.0,1.0,16.0
撐,1.0,1.0,1.0,6.0
撒,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
撓,1.0,1.0,1.0,6.0
撕,1.0,1.0,1.0,6.0
撞,1.0,1.0,1.0,7.0
撤,1.0,0.8571428571428571,0.923076923076923,7.0
撥,1.0,1.0,1.0,16.0
撫,1.0,1.0,1.0,7.0
播,1.0,1.0,1.0,7.0
撰,1.0,1.0,1.0,7.0
撲,1.0,1.0,1.0,17.0
撾,1.0,1.0,1.0,6.0
擁,1.0,1.0,1.0,17.0
擅,1.0,1.0,1.0,16.0
擇,0.8571428571428571,1.0,0.923076923076923,6.0
擊,1.0,1.0,1.0,16.0
擋,0.8888888888888888,1.0,0.9411764705882353,16.0
操,1.0,1.0,1.0,7.0
擔,1.0,1.0,1.0,6.0
據,1.0,1.0,1.0,16.0
擠,1.0,1.0,1.0,16.0
擦,1.0,1.0,1.0,17.0
擬,1.0,0.8823529411764706,0.9375,17.0
擰,1.0,1.0,1.0,16.0
擱,1.0,1.0,1.0,6.0
擲,1.0,1.0,1.0,16.0
擴,1.0,1.0,1.0,6.0
擺,1.0,1.0,1.0,6.0
擾,1.0,1.0,1.0,7.0
攀,1.0,1.0,1.0,6.0
攏,1.0,1.0,1.0,16.0
攔,1.0,1.0,1.0,6.0
攜,1.0,0.8333333333333334,0.9090909090909091,6.0
攝,1.0,1.0,1.0,6.0
攤,1.0,1.0,1.0,6.0
攪,1.0,1.0,1.0,6.0
攬,1.0,1.0,1.0,6.0
支,1.0,1.0,1.0,7.0
收,1.0,1.0,1.0,16.0
改,1.0,0.8571428571428571,0.923076923076923,7.0
攻,0.875,1.0,0.9333333333333333,7.0
放,1.0,1.0,1.0,17.0
政,1.0,1.0,1.0,10.0
故,1.0,1.0,1.0,7.0
效,1.0,1.0,1.0,6.0
敏,1.0,1.0,1.0,10.0
救,1.0,1.0,1.0,7.0
敗,1.0,1.0,1.0,17.0
敘,1.0,1.0,1.0,16.0
教,1.0,1.0,1.0,10.0
敞,1.0,1.0,1.0,6.0
敢,1.0,1.0,1.0,7.0
散,1.0,1.0,1.0,7.0
敦,1.0,1.0,1.0,10.0
敬,1.0,1.0,1.0,10.0
敲,1.0,1.0,1.0,6.0
整,1.0,1.0,1.0,10.0
敵,1.0,1.0,1.0,7.0
敷,0.875,1.0,0.9333333333333333,7.0
數,1.0,1.0,1.0,10.0
斃,1.0,1.0,1.0,6.0
文,1.0,1.0,1.0,10.0
斌,1.0,1.0,1.0,10.0
斑,1.0,1.0,1.0,7.0
料,1.0,1.0,1.0,10.0
斜,1.0,1.0,1.0,7.0
斤,0.875,1.0,0.9333333333333333,7.0
斥,1.0,0.9411764705882353,0.9696969696969697,17.0
斬,1.0,1.0,1.0,7.0
斯,1.0,1.0,1.0,10.0
新,1.0,1.0,1.0,10.0
斷,1.0,1.0,1.0,6.0
方,1.0,1.0,1.0,10.0
施,1.0,1.0,1.0,10.0
旁,1.0,1.0,1.0,6.0
旅,1.0,1.0,1.0,10.0
旋,1.0,1.0,1.0,7.0
族,1.0,1.0,1.0,17.0
旗,1.0,0.9411764705882353,0.9696969696969697,17.0
既,1.0,1.0,1.0,17.0
日,0.9090909090909091,1.0,0.9523809523809523,10.0
旦,1.0,1.0,1.0,7.0
旨,1.0,0.8571428571428571,0.923076923076923,7.0
早,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
旬,1.0,1.0,1.0,7.0
旭,1.0,1.0,1.0,10.0
旱,0.8571428571428571,1.0,0.923076923076923,6.0
旺,1.0,1.0,1.0,10.0
旻,1.0,1.0,1.0,10.0
昂,1.0,1.0,1.0,7.0
昆,1.0,0.9,0.9473684210526316,10.0
昇,1.0,1.0,1.0,10.0
昌,1.0,0.9,0.9473684210526316,10.0
明,1.0,1.0,1.0,10.0
昏,1.0,0.9411764705882353,0.9696969696969697,17.0
易,1.0,1.0,1.0,10.0
昔,1.0,1.0,1.0,7.0
昕,1.0,1.0,1.0,10.0
